Vardas              Pavarde             Vid.                Med.                
Mantvydas           Baranauskas         9.2                 9.2                 
Mantvydas           Kazlaukas           5                   5                   
Mantvydas           Kavaliauskas        6.4                 6.4                 
Mantvydas           Urbonas             5.4                 5.4                 
Mantvydas           Sakalauskas         5.6                 5.6                 
Mantvydas           Petrauskas          6.8                 6.8                 
Maratas             Sakalauskas         6.2                 6.2                 
Maratas             Urbonas             6.4                 6.4                 
Maratas             Sakalauskas         7.2                 7.2                 
Maratas             Stankevicius        7.8                 7.8                 
Maratas             Kavaliauskas        9.6                 9.6                 
Maratas             Butkus              7.6                 7.6                 
Marcelijus          Vasiliauskas        7.2                 7.2                 
Marcelijus          Paulauskas          7.2                 7.2                 
Marcelijus          Urbonas             5.4                 5.4                 
Marcelijus          Baranauskas         5.2                 5.2                 
Marcelijus          zukauskas           8.2                 8.2                 
Marcelijus          Vasiliauskas        5.6                 5.6                 
Marcelijus          zukauskas           7.2                 7.2                 
Marcelijus          Petrauskas          8.2                 8.2                 
Marcelijus          Petrauskas          5.2                 5.2                 
Marcelijus          Sakalauskas         7.2                 7.2                 
Marcelijus          Kavaliauskas        6.2                 6.2                 
Marcelijus          Petrauskas          7.6                 7.6                 
Marcelijus          Urbonas             5.2                 5.2                 
Marcelinas          Stankevicius        5.2                 5.2                 
Marcelinas          Vasiliauskas        8                   8                   
Marcelinas          Kavaliauskas        5                   5                   
Marcelinas          Butkus              8.2                 8.2                 
Marcelinas          Urbonas             7                   7                   
Marcelinas          Petrauskas          8.8                 8.8                 
Marcelinas          Urbonas             6.8                 6.8                 
Marcelinas          Sakalauskas         8.2                 8.2                 
Marcelinas          Kazlaukas           6                   6                   
Marcelinas          Pocius              6.8                 6.8                 
Marcelius           Petrauskas          5                   5                   
Marcelius           Baranauskas         5                   5                   
Marcelius           zukauskas           5.6                 5.6                 
Marcelius           Kavaliauskas        6.6                 6.6                 
Marekas             Pocius              9                   9                   
Marekas             Kavaliauskas        7.2                 7.2                 
Marekas             Pocius              5.4                 5.4                 
Marekas             Baranauskas         9                   9                   
Marekas             Urbonas             8.6                 8.6                 
Margiris            Sakalauskas         6.2                 6.2                 
Margiris            Vasiliauskas        6.4                 6.4                 
Margiris            Kateiva             9.6                 9.6                 
Margiris            Paulauskas          7.2                 7.2                 
Margiris            Sakalauskas         6.6                 6.6                 
Margiris            Stankevicius        9.6                 9.6                 
Margiris            Sakalauskas         8                   8                   
Margiris            Kavaliauskas        5.4                 5.4                 
Marianas            Kazlaukas           5.8                 5.8                 
Marianas            Kavaliauskas        7.2                 7.2                 
Marianas            Baranauskas         7.8                 7.8                 
Marianas            Urbonas             7.6                 7.6                 
Marianas            zukauskas           6.2                 6.2                 
Marianas            Pocius              7.2                 7.2                 
Marijonas           Vasiliauskas        7                   7                   
Marijonas           zukauskas           6.8                 6.8                 
Marijonas           Paulauskas          8.8                 8.8                 
Marijonas           Pocius              7.4                 7.4                 
Marijonas           Jankauskas          5.6                 5.6                 
Marijonas           Baranauskas         5.8                 5.8                 
Marijonas           Butkus              6.4                 6.4                 
Marijonas           Jankauskas          7.2                 7.2                 
Marijonas           Urbonas             9.2                 9.2                 
Marijus             Vasiliauskas        9.6                 9.6                 
Marijus             zukauskas           8.8                 8.8                 
Marijus             zukauskas           9                   9                   
Marijus             Butkus              8.8                 8.8                 
Marijus             Petrauskas          6.2                 6.2                 
Marijus             Sakalauskas         7.6                 7.6                 
Marinas             Vasiliauskas        6.8                 6.8                 
Marinas             Petrauskas          6.6                 6.6                 
Marinas             Baranauskas         7.2                 7.2                 
Marinas             Urbonas             5.6                 5.6                 
Marinas             Stankevicius        5                   5                   
Marinas             Urbonas             8.6                 8.6                 
Marinas             Baranauskas         5.6                 5.6                 
Marius              Baranauskas         7.8                 7.8                 
Marius              Butkus              6.8                 6.8                 
Marius              zukauskas           8.8                 8.8                 
Marius              Kavaliauskas        6.8                 6.8                 
Marius              Kazlaukas           5.4                 5.4                 
Markas              Jankauskas          6.4                 6.4                 
Markas              Petrauskas          6                   6                   
Markas              Baranauskas         8                   8                   
Markas              Pocius              7                   7                   
Markas              Pocius              7.4                 7.4                 
Markas              Sakalauskas         6.6                 6.6                 
Markas              Paulauskas          7                   7                   
Markas              Kateiva             5.8                 5.8                 
Martas              Urbonas             5                   5                   
Martas              Paulauskas          5.4                 5.4                 
Martas              Stankevicius        9.4                 9.4                 
Martas              Butkus              5.2                 5.2                 
Martas              Stankevicius        7.6                 7.6                 
Martinas            Petrauskas          5                   5                   
Martinas            Stankevicius        9                   9                   
Martinas            Urbonas             8.2                 8.2                 
Martinas            Stankevicius        10                  10                  
Martinas            zukauskas           6.2                 6.2                 
Martinas            Petrauskas          5.4                 5.4                 
Martinas            Stankevicius        5                   5                   
Martinas            Vasiliauskas        8.8                 8.8                 
Martinas            Jankauskas          10                  10                  
Martynas            Kateiva             5.8                 5.8                 
Martynas            Pocius              9.2                 9.2                 
Martynas            Sakalauskas         5.8                 5.8                 
Martynas            Kateiva             6.4                 6.4                 
Martynas            zukauskas           5.4                 5.4                 
Martynas            Paulauskas          7.8                 7.8                 
Martynas            Kazlaukas           6.6                 6.6                 
Martynas            Jankauskas          8                   8                   
Martynas            Petrauskas          6.8                 6.8                 
Martynas            Kateiva             6.2                 6.2                 
Matas               Urbonas             9.2                 9.2                 
Matas               Sakalauskas         8.4                 8.4                 
Matas               zukauskas           7                   7                   
Matas               Paulauskas          7                   7                   
Mateusas            Pocius              8.6                 8.6                 
Mateusas            Stankevicius        5.4                 5.4                 
Mateusas            zukauskas           6.6                 6.6                 
Mateusas            Butkus              6                   6                   
Mateusas            Stankevicius        6.6                 6.6                 
Mateusas            zukauskas           6.8                 6.8                 
Mateusas            Stankevicius        5.2                 5.2                 
Mateusas            Baranauskas         6.4                 6.4                 
Matvejus            Paulauskas          6                   6                   
Matvejus            Vasiliauskas        7                   7                   
Matvejus            Paulauskas          6.6                 6.6                 
Matvejus            Stankevicius        6.4                 6.4                 
Matvejus            Stankevicius        6.4                 6.4                 
Matvejus            Baranauskas         6.4                 6.4                 
Matvejus            Urbonas             7                   7                   
Mazvydas            Butkus              5.2                 5.2                 
Mazvydas            Sakalauskas         6                   6                   
Mazvydas            Urbonas             5.6                 5.6                 
Mazvydas            Paulauskas          6.2                 6.2                 
Mazvydas            Sakalauskas         5.4                 5.4                 
Mazvydas            Pocius              7                   7                   
Mazvydas            Stankevicius        7.6                 7.6                 
Mazvydas            Vasiliauskas        7.2                 7.2                 
Mecislavas          Jankauskas          6.4                 6.4                 
Mecislavas          zukauskas           8.8                 8.8                 
Mecislavas          zukauskas           8.8                 8.8                 
Mecislavas          Baranauskas         7.4                 7.4                 
Mecislovas          Urbonas             8.8                 8.8                 
Mecislovas          Vasiliauskas        6.8                 6.8                 
Mecislovas          Stankevicius        8                   8                   
Mecislovas          Baranauskas         6                   6                   
Mecys               Paulauskas          8.8                 8.8                 
Mecys               Sakalauskas         8.6                 8.6                 
Mecys               Paulauskas          7.8                 7.8                 
Mecys               Butkus              6                   6                   
Mecys               Pocius              5.4                 5.4                 
Mecys               Kavaliauskas        5.8                 5.8                 
Mecys               Kateiva             8                   8                   
Medardas            Jankauskas          6.2                 6.2                 
Medardas            Jankauskas          5.2                 5.2                 
Medardas            Kazlaukas           5.2                 5.2                 
Medardas            Vasiliauskas        6                   6                   
Medardas            zukauskas           6                   6                   
Medardas            Paulauskas          9.4                 9.4                 
Medardas            Kavaliauskas        7.4                 7.4                 
Medardas            Jankauskas          7                   7                   
Medardas            Paulauskas          9.4                 9.4                 
Medardas            Urbonas             6.4                 6.4                 
Medardas            Vasiliauskas        9.6                 9.6                 
Medardas            Baranauskas         5.6                 5.6                 
Medardas            Vasiliauskas        9.6                 9.6                 
Medas               Stankevicius        6.8                 6.8                 
Medas               zukauskas           7.2                 7.2                 
Medas               Petrauskas          5.6                 5.6                 
Medas               Jankauskas          5.8                 5.8                 
Medas               Paulauskas          7.2                 7.2                 
Medas               zukauskas           6.8                 6.8                 
Medas               Kateiva             6.4                 6.4                 
Medas               Jankauskas          9                   9                   
Medas               Jankauskas          7.4                 7.4                 
Medas               Paulauskas          5.4                 5.4                 
Mefodijus           Paulauskas          5.6                 5.6                 
Mefodijus           Stankevicius        5                   5                   
Mefodijus           Baranauskas         5.8                 5.8                 
Mefodijus           Butkus              5.4                 5.4                 
Melanijus           Urbonas             6.2                 6.2                 
Melanijus           Sakalauskas         5.4                 5.4                 
Melanijus           Kavaliauskas        9.6                 9.6                 
Melanijus           zukauskas           5.6                 5.6                 
Melchioras          Baranauskas         8.8                 8.8                 
Melchioras          Paulauskas          7.4                 7.4                 
Melchioras          Petrauskas          7                   7                   
Melchioras          zukauskas           8.2                 8.2                 
Melchioras          Kateiva             5.8                 5.8                 
Melchioras          Kateiva             5                   5                   
Melchioras          Kavaliauskas        7.4                 7.4                 
Mendelis            Jankauskas          7.2                 7.2                 
Mendelis            Kazlaukas           6                   6                   
Mendelis            Kazlaukas           5.2                 5.2                 
Mendelis            Kazlaukas           6.6                 6.6                 
Mendelis            Sakalauskas         7.8                 7.8                 
Mendelis            Butkus              7                   7                   
Mendelis            Kazlaukas           6.2                 6.2                 
Mendelis            Paulauskas          8.4                 8.4                 
Mendelis            Pocius              8.4                 8.4                 
Merkys              Petrauskas          8.4                 8.4                 
Merkys              zukauskas           6.6                 6.6                 
Merkys              zukauskas           6.2                 6.2                 
Merkys              Kateiva             5.4                 5.4                 
Merkys              Kavaliauskas        7                   7                   
Merunas             zukauskas           6.8                 6.8                 
Merunas             Pocius              6.4                 6.4                 
Merunas             Vasiliauskas        8.8                 8.8                 
Merunas             Kateiva             6.8                 6.8                 
Merunas             Urbonas             5.6                 5.6                 
Merunas             Stankevicius        8.6                 8.6                 
Michailas           Kateiva             6                   6                   
Michailas           Sakalauskas         10                  10                  
Michailas           Urbonas             6.8                 6.8                 
Michailas           Stankevicius        5                   5                   
Michalas            Sakalauskas         8.8                 8.8                 
Michalas            Paulauskas          7.4                 7.4                 
Michalas            Vasiliauskas        6.8                 6.8                 
Michalas            Kazlaukas           10                  10                  
Michalas            Jankauskas          7                   7                   
Michalas            Petrauskas          5.8                 5.8                 
Michalas            Vasiliauskas        5.2                 5.2                 
Michalas            Pocius              5.2                 5.2                 
Michalas            Stankevicius        6.2                 6.2                 
Michalas            Stankevicius        9.2                 9.2                 
Miglius             Butkus              6.6                 6.6                 
Miglius             zukauskas           7.8                 7.8                 
Miglius             Vasiliauskas        7                   7                   
Miglius             Butkus              5.2                 5.2                 
Miglius             Pocius              5                   5                   
Miglius             Sakalauskas         7.6                 7.6                 
Miglius             Stankevicius        5                   5                   
Mikalojus           Petrauskas          5.8                 5.8                 
Mikalojus           Butkus              6.2                 6.2                 
Mikalojus           Jankauskas          5.8                 5.8                 
Mikalojus           Vasiliauskas        6.6                 6.6                 
Mikalojus           Jankauskas          6.8                 6.8                 
Mikas               Kateiva             10                  10                  
Mikas               Kateiva             7.8                 7.8                 
Mikas               Baranauskas         5.4                 5.4                 
Mikas               zukauskas           7.4                 7.4                 
Mikas               Kavaliauskas        6.4                 6.4                 
Mikas               Sakalauskas         9.2                 9.2                 
Mikas               Jankauskas          7.2                 7.2                 
Mikas               Kazlaukas           6.6                 6.6                 
Mikas               Stankevicius        6.6                 6.6                 
Mikas               Urbonas             7.8                 7.8                 
Mikas               Butkus              7.6                 7.6                 
Mikolajus           Petrauskas          7                   7                   
Mikolajus           Kavaliauskas        6.2                 6.2                 
Mikolajus           Vasiliauskas        6.8                 6.8                 
Mikolajus           Stankevicius        5.8                 5.8                 
Mikolajus           Vasiliauskas        8                   8                   
Mikolajus           Stankevicius        5.2                 5.2                 
Milanas             Pocius              7.8                 7.8                 
Milanas             Vasiliauskas        5.6                 5.6                 
Milanas             Petrauskas          6.4                 6.4                 
Milanas             Kavaliauskas        6.8                 6.8                 
Milanas             Butkus              8.6                 8.6                 
Milanas             Urbonas             7.4                 7.4                 
Milanas             Kavaliauskas        9.6                 9.6                 
Milanas             Butkus              5.4                 5.4                 
Mildas              Vasiliauskas        7.8                 7.8                 
Mildas              Pocius              6.2                 6.2                 
Mildas              Jankauskas          6.8                 6.8                 
Mildas              Butkus              6.6                 6.6                 
Mildas              Paulauskas          10                  10                  
Mildas              Paulauskas          5.4                 5.4                 
Milvydas            Paulauskas          5.8                 5.8                 
Milvydas            Sakalauskas         8.2                 8.2                 
Milvydas            Petrauskas          8.2                 8.2                 
Milvydas            Kazlaukas           7.2                 7.2                 
Milvydas            Sakalauskas         5                   5                   
Milvydas            Urbonas             9                   9                   
Mindaugas           Sakalauskas         7.6                 7.6                 
Mindaugas           Paulauskas          7.8                 7.8                 
Mindaugas           Paulauskas          5.2                 5.2                 
Mindaugas           Kavaliauskas        5.8                 5.8                 
Mindaugas           Stankevicius        6.8                 6.8                 
Mindaugas           Stankevicius        10                  10                  
Mingaudas           Butkus              7.8                 7.8                 
Mingaudas           Petrauskas          8.4                 8.4                 
Mingaudas           Butkus              5.6                 5.6                 
Minijus             Kazlaukas           6.2                 6.2                 
Minijus             Petrauskas          5.6                 5.6                 
Minijus             Pocius              6.6                 6.6                 
Minijus             Stankevicius        5.8                 5.8                 
Minijus             Vasiliauskas        5.8                 5.8                 
Minijus             Petrauskas          6.6                 6.6                 
Minijus             Petrauskas          5.6                 5.6                 
Minijus             Butkus              6.6                 6.6                 
Minijus             Pocius              6.4                 6.4                 
Minijus             Pocius              7.8                 7.8                 
Minijus             Paulauskas          5                   5                   
Minijus             Pocius              6.8                 6.8                 
Minijus             zukauskas           7.6                 7.6                 
Minijus             Kateiva             6                   6                   
Minijus             Urbonas             5.2                 5.2                 
Mintaras            Sakalauskas         6.4                 6.4                 
Mintaras            Pocius              5.4                 5.4                 
Mintaras            Baranauskas         6.6                 6.6                 
Mintaras            Baranauskas         5                   5                   
Mintaras            Paulauskas          8.4                 8.4                 
Mintaras            zukauskas           8.8                 8.8                 
Mintaras            Urbonas             5                   5                   
Mintaras            Pocius              7.4                 7.4                 
Mintaras            Butkus              7.6                 7.6                 
Mintaras            Butkus              5.2                 5.2                 
Mintaras            Stankevicius        10                  10                  
Mintaras            Paulauskas          5.6                 5.6                 
Mintaras            Baranauskas         5.4                 5.4                 
Miroslavas          Kavaliauskas        9.4                 9.4                 
Miroslavas          Baranauskas         9.2                 9.2                 
Miroslavas          Paulauskas          5.4                 5.4                 
Miroslavas          Kateiva             6.8                 6.8                 
Miroslavas          Butkus              6.4                 6.4                 
Modestas            Baranauskas         5.4                 5.4                 
Modestas            Vasiliauskas        10                  10                  
Modestas            Vasiliauskas        7                   7                   
Modestas            Pocius              6.8                 6.8                 
Modestas            Kavaliauskas        6                   6                   
Modestas            Pocius              7.6                 7.6                 
Modestas            Urbonas             8.8                 8.8                 
Modestas            Pocius              5.8                 5.8                 
Morkus              Vasiliauskas        9.2                 9.2                 
Morkus              Kavaliauskas        6.8                 6.8                 
Morkus              Stankevicius        7.6                 7.6                 
Morkus              Kazlaukas           5.8                 5.8                 
Morkus              Petrauskas          7.6                 7.6                 
Morkus              Kateiva             8.6                 8.6                 
Morkus              Pocius              6                   6                   
Morkus              Kavaliauskas        6.6                 6.6                 
Morkus              Kateiva             8.2                 8.2                 
Motiejus            Petrauskas          8.4                 8.4                 
Motiejus            Urbonas             5.6                 5.6                 
Motiejus            Sakalauskas         9.4                 9.4                 
Moze                Vasiliauskas        5                   5                   
Moze                Kateiva             5.6                 5.6                 
Moze                Sakalauskas         10                  10                  
Moze                Kateiva             7.6                 7.6                 
Moze                Stankevicius        6.6                 6.6                 
Moze                Kateiva             5                   5                   
Moze                Butkus              6.4                 6.4                 
Moze                Pocius              5.8                 5.8                 
Moze                Kazlaukas           9.6                 9.6                 
Mykolas             Sakalauskas         8                   8                   
Mykolas             Kavaliauskas        8.4                 8.4                 
Mykolas             Vasiliauskas        6.4                 6.4                 
Mykolas             Butkus              6                   6                   
Mykolas             Pocius              7.2                 7.2                 
Mykolas             Kavaliauskas        7                   7                   
Naglis              Kateiva             6.4                 6.4                 
Naglis              Pocius              5.8                 5.8                 
Naglis              Baranauskas         7.2                 7.2                 
Naglis              Kazlaukas           6.2                 6.2                 
Naglis              Kateiva             6.6                 6.6                 
Naglis              Kazlaukas           7.6                 7.6                 
Naglis              zukauskas           5                   5                   
Naglis              Kavaliauskas        5.8                 5.8                 
Napalis             Vasiliauskas        6                   6                   
Napalis             Kazlaukas           6.8                 6.8                 
Napalis             Kateiva             7.8                 7.8                 
Napalis             Pocius              8.4                 8.4                 
Napalis             Butkus              5.8                 5.8                 
Napalis             Kateiva             6.8                 6.8                 
Napalys             Vasiliauskas        6.8                 6.8                 
Napalys             Kazlaukas           7.8                 7.8                 
Napalys             Paulauskas          8.2                 8.2                 
Napalys             Kavaliauskas        5.8                 5.8                 
Napalys             Urbonas             7.4                 7.4                 
Napalys             Jankauskas          6.8                 6.8                 
Napalys             Butkus              5.4                 5.4                 
Napalys             Butkus              8.8                 8.8                 
Napoleonas          Kavaliauskas        8                   8                   
Napoleonas          Sakalauskas         6.8                 6.8                 
Napoleonas          Sakalauskas         6.8                 6.8                 
Napoleonas          Kazlaukas           8                   8                   
Napoleonas          zukauskas           7.8                 7.8                 
Napoleonas          Jankauskas          5.8                 5.8                 
Napoleonas          Sakalauskas         6                   6                   
Napoleonas          Butkus              6                   6                   
Napoleonas          Kazlaukas           6.4                 6.4                 
Napoleonas          Petrauskas          6.2                 6.2                 
Napolis             Baranauskas         5.4                 5.4                 
Napolis             Kavaliauskas        10                  10                  
Napolis             Pocius              5.6                 5.6                 
Napolis             zukauskas           7.6                 7.6                 
Napolis             Sakalauskas         5                   5                   
Napolis             Vasiliauskas        5.4                 5.4                 
Napolis             Butkus              5.8                 5.8                 
Narcizas            Baranauskas         5.6                 5.6                 
Narcizas            Kavaliauskas        6.6                 6.6                 
Narcizas            Paulauskas          9.2                 9.2                 
Narcizas            Stankevicius        8.8                 8.8                 
Narcizas            Sakalauskas         5.2                 5.2                 
Narcizas            Kazlaukas           5.4                 5.4                 
Narcizas            Jankauskas          6                   6                   
Narcizas            Sakalauskas         6.6                 6.6                 
Narcizas            Kateiva             5.2                 5.2                 
Narimantas          zukauskas           7.2                 7.2                 
Narimantas          Petrauskas          7                   7                   
Narimantas          zukauskas           8.6                 8.6                 
Narsutis            Sakalauskas         5.6                 5.6                 
Narsutis            Sakalauskas         8                   8                   
Narsutis            Pocius              5                   5                   
Narsutis            Stankevicius        6                   6                   
Narsutis            Sakalauskas         5.8                 5.8                 
Narvydas            Petrauskas          5                   5                   
Narvydas            Paulauskas          8.2                 8.2                 
Narvydas            Baranauskas         6                   6                   
Narvydas            zukauskas           7                   7                   
Narvydas            Stankevicius        6.4                 6.4                 
Narvydas            Petrauskas          6.2                 6.2                 
Narvydas            zukauskas           7                   7                   
Narvydas            Butkus              7                   7                   
Narvydas            Paulauskas          6                   6                   
Narvydas            Urbonas             7.8                 7.8                 
Narvydas            Pocius              6.2                 6.2                 
Narvydas            Sakalauskas         7                   7                   
Natanas             Vasiliauskas        6.8                 6.8                 
Natanas             Vasiliauskas        7.2                 7.2                 
Natanas             Baranauskas         7.8                 7.8                 
Natanas             Kavaliauskas        8.4                 8.4                 
Natas               Kavaliauskas        5.4                 5.4                 
Natas               Kateiva             5.8                 5.8                 
Naumas              Kazlaukas           6.2                 6.2                 
Naumas              Kazlaukas           5.8                 5.8                 
Naumas              Kavaliauskas        6.6                 6.6                 
Naumas              zukauskas           8.8                 8.8                 
Naumas              Baranauskas         5.8                 5.8                 
Naumas              Pocius              6.4                 6.4                 
Naumas              Butkus              5                   5                   
Naumas              Urbonas             7.6                 7.6                 
Naumas              Baranauskas         6.8                 6.8                 
Nauris              Pocius              5.2                 5.2                 
Nauris              Butkus              5                   5                   
Nauris              Paulauskas          7.6                 7.6                 
Nauris              Sakalauskas         10                  10                  
Nauris              Paulauskas          5                   5                   
Nauris              Jankauskas          5.8                 5.8                 
Nauris              Jankauskas          5.8                 5.8                 
Nauris              Stankevicius        7.4                 7.4                 
Nazaras             Petrauskas          5.6                 5.6                 
Nazaras             Jankauskas          5.2                 5.2                 
Nazaras             Kazlaukas           7.2                 7.2                 
Nazaras             Jankauskas          8                   8                   
Nazaras             Paulauskas          6.4                 6.4                 
Nazarijus           Butkus              8.2                 8.2                 
Nazarijus           Paulauskas          8.2                 8.2                 
Nazarijus           Jankauskas          5.8                 5.8                 
Nazarijus           Vasiliauskas        7.4                 7.4                 
Nazarijus           zukauskas           5.8                 5.8                 
Nazarijus           Kavaliauskas        6.6                 6.6                 
Nazarijus           Jankauskas          7.2                 7.2                 
Nazarijus           Stankevicius        5.4                 5.4                 
Nazarijus           Sakalauskas         5.6                 5.6                 
Nedas               Kateiva             7.2                 7.2                 
Nedas               Kavaliauskas        5.2                 5.2                 
Nedas               Petrauskas          8.4                 8.4                 
Nedas               Petrauskas          5.2                 5.2                 
Nedas               Jankauskas          5.2                 5.2                 
Nedas               Butkus              5.8                 5.8                 
Nedas               Jankauskas          7.4                 7.4                 
Nedas               Kateiva             7                   7                   
Neimantas           Urbonas             5.2                 5.2                 
Neimantas           Petrauskas          6.4                 6.4                 
Neimantas           Kavaliauskas        9.4                 9.4                 
Neimantas           zukauskas           7.2                 7.2                 
Neivydas            Baranauskas         5.2                 5.2                 
Neivydas            Petrauskas          6.2                 6.2                 
Neivydas            Urbonas             6.8                 6.8                 
Neivydas            Kavaliauskas        9.4                 9.4                 
Neivydas            Kazlaukas           5.4                 5.4                 
Neivydas            Baranauskas         10                  10                  
Neivydas            Pocius              6                   6                   
Neivydas            Kavaliauskas        5.8                 5.8                 
Neivydas            Stankevicius        5.4                 5.4                 
Neivydas            Paulauskas          8.2                 8.2                 
Nemunas             Vasiliauskas        5.2                 5.2                 
Nemunas             Paulauskas          9.6                 9.6                 
Nemunas             Kazlaukas           7.6                 7.6                 
Nemunas             zukauskas           6                   6                   
Nemunas             Jankauskas          5                   5                   
Nemunas             Petrauskas          7.6                 7.6                 
Nemunas             Kateiva             9.2                 9.2                 
Nemunas             Butkus              5.2                 5.2                 
Nerijus             Petrauskas          8.8                 8.8                 
Nerijus             zukauskas           6.2                 6.2                 
Nerijus             Kazlaukas           6.4                 6.4                 
Nerijus             Petrauskas          7.6                 7.6                 
Nerijus             Sakalauskas         7                   7                   
Nerijus             Baranauskas         5.2                 5.2                 
Nerijus             Paulauskas          8.6                 8.6                 
Nerijus             Vasiliauskas        7.2                 7.2                 
Nerimantas          Butkus              7                   7                   
Nerimantas          Kateiva             6                   6                   
Nerimantas          Jankauskas          5.2                 5.2                 
Nerimantas          Vasiliauskas        9.2                 9.2                 
Nerimantas          Urbonas             6.4                 6.4                 
Nerimantas          Jankauskas          5.8                 5.8                 
Nerimantas          Petrauskas          9.2                 9.2                 
Nerimantas          Kateiva             5.4                 5.4                 
Nerimantas          Butkus              5.2                 5.2                 
Nerimantas          Kazlaukas           5.2                 5.2                 
Nerimas             Baranauskas         7                   7                   
Nerimas             Baranauskas         8.4                 8.4                 
Nerimas             Sakalauskas         8.8                 8.8                 
Neringas            Kateiva             6.8                 6.8                 
Neringas            Stankevicius        5.8                 5.8                 
Neringas            Kazlaukas           8.2                 8.2                 
Neringas            Jankauskas          5                   5                   
Neringas            Jankauskas          6.2                 6.2                 
Neringas            zukauskas           8                   8                   
Neringas            Kateiva             8.2                 8.2                 
Neringas            Stankevicius        5                   5                   
Nerius              Vasiliauskas        6.4                 6.4                 
Nerius              Pocius              6.6                 6.6                 
Nerius              Pocius              7.6                 7.6                 
Nerius              Pocius              5.2                 5.2                 
Nerius              Jankauskas          7.8                 7.8                 
Nerius              zukauskas           5                   5                   
Nerius              Urbonas             7.4                 7.4                 
Nerius              Jankauskas          5.2                 5.2                 
Nerius              Butkus              8.4                 8.4                 
Nerius              Vasiliauskas        6.6                 6.6                 
Nerius              Pocius              7.4                 7.4                 
Nidas               Sakalauskas         7.8                 7.8                 
Nidas               Paulauskas          5                   5                   
Nidas               zukauskas           8                   8                   
Nidas               Pocius              7                   7                   
Nidas               Sakalauskas         9.2                 9.2                 
Nidas               Petrauskas          6.2                 6.2                 
Nikandras           Vasiliauskas        6                   6                   
Nikandras           Kateiva             5.4                 5.4                 
Nikandras           Jankauskas          6.2                 6.2                 
Nikandras           Butkus              5.6                 5.6                 
Nikandras           Vasiliauskas        5.4                 5.4                 
Nikandras           Jankauskas          5.8                 5.8                 
Nikandras           Vasiliauskas        7.2                 7.2                 
Nikandras           Jankauskas          6.6                 6.6                 
Nikandras           Jankauskas          7.2                 7.2                 
Nikandras           Vasiliauskas        6                   6                   
Nikas               zukauskas           5.4                 5.4                 
