Vardas              Pavarde             Vid.                Med.                
Kestas              Kavaliauskas        4.6                 4.6                 
Kestautas           Pocius              2                   2                   
Kestautas           Vasiliauskas        4.6                 4.6                 
Kestautas           Kateiva             3.8                 3.8                 
Kestautas           Paulauskas          4.8                 4.8                 
Kestautas           Stankevicius        2.2                 2.2                 
Kestautas           Pocius              3.4                 3.4                 
Kestutis            Petrauskas          3.4                 3.4                 
Kestutis            Stankevicius        4.2                 4.2                 
Kestutis            Kavaliauskas        2.2                 2.2                 
Kestutis            Vasiliauskas        4.4                 4.4                 
Kestutis            Butkus              3.8                 3.8                 
Kestutis            Paulauskas          4                   4                   
Kestutis            Sakalauskas         1.8                 1.8                 
Kimas               Pocius              3.4                 3.4                 
Kimas               Kateiva             3.2                 3.2                 
Kipras              Vasiliauskas        4.6                 4.6                 
Kipras              Baranauskas         3.2                 3.2                 
Kipras              Jankauskas          3.8                 3.8                 
Kipras              Jankauskas          3.8                 3.8                 
Kipras              Petrauskas          3.6                 3.6                 
Kipras              zukauskas           1                   1                   
Kipras              Pocius              4.6                 4.6                 
Kiprijonas          Butkus              3.6                 3.6                 
Kiprijonas          Kateiva             4.6                 4.6                 
Kiprijonas          Kateiva             2.2                 2.2                 
Kiprijonas          Baranauskas         4.8                 4.8                 
Kiprijonas          Urbonas             4.2                 4.2                 
Kirilas             Vasiliauskas        2.4                 2.4                 
Kirilas             Pocius              3.4                 3.4                 
Kirilas             Butkus              3                   3                   
Kirilas             Baranauskas         4.6                 4.6                 
Klaudas             Petrauskas          3                   3                   
Klaudas             Baranauskas         1.4                 1.4                 
Klaudijus           Kateiva             3.2                 3.2                 
Klaudijus           Urbonas             3.8                 3.8                 
Klaudijus           Butkus              3.6                 3.6                 
Klaudijus           Stankevicius        4                   4                   
Klaudijus           Kavaliauskas        4.6                 4.6                 
Klemas              Pocius              3.4                 3.4                 
Klemas              Jankauskas          3.2                 3.2                 
Klemas              Butkus              3.8                 3.8                 
Klemas              Kazlaukas           3.4                 3.4                 
Klemas              Paulauskas          2.2                 2.2                 
Klemas              Vasiliauskas        4                   4                   
Klemensas           Butkus              3.6                 3.6                 
Klemensas           Jankauskas          1.8                 1.8                 
Klemensas           Urbonas             2.8                 2.8                 
Klemensas           Paulauskas          4.8                 4.8                 
Klemensas           Kazlaukas           2.6                 2.6                 
Klementas           Pocius              4.6                 4.6                 
Klementas           Sakalauskas         3.2                 3.2                 
Klementas           Urbonas             1.6                 1.6                 
Klementas           Baranauskas         4.6                 4.6                 
Klementas           zukauskas           4.2                 4.2                 
Kleopas             Pocius              1.4                 1.4                 
Kleopas             Kateiva             1.8                 1.8                 
Kleopas             Vasiliauskas        2.2                 2.2                 
Kleopas             Pocius              3.6                 3.6                 
Kleopas             Sakalauskas         3.2                 3.2                 
Kleopas             Jankauskas          3.4                 3.4                 
Kleopas             Paulauskas          2.6                 2.6                 
Klevas              Kazlaukas           4.4                 4.4                 
Klevas              Stankevicius        2.6                 2.6                 
Klevas              Baranauskas         4.2                 4.2                 
Klevas              Urbonas             2.2                 2.2                 
Klevas              zukauskas           3.8                 3.8                 
Klimas              Vasiliauskas        4                   4                   
Klimas              Sakalauskas         3.8                 3.8                 
Klimas              Jankauskas          4.6                 4.6                 
Klimas              Stankevicius        3                   3                   
Klimentijus         Stankevicius        4.6                 4.6                 
Klimentijus         Petrauskas          3                   3                   
Kondratas           Vasiliauskas        3                   3                   
Kondratas           Paulauskas          2.8                 2.8                 
Kondratas           Baranauskas         4                   4                   
Kondratas           Pocius              4                   4                   
Konradas            Jankauskas          1.4                 1.4                 
Konradas            Sakalauskas         3.2                 3.2                 
Konradas            Urbonas             1.4                 1.4                 
Konradas            Baranauskas         4                   4                   
Konradas            Kavaliauskas        2.8                 2.8                 
Konradas            Baranauskas         3.4                 3.4                 
Konstantinas        Butkus              1                   1                   
Konstantinas        Kateiva             4.4                 4.4                 
Konstantinas        Stankevicius        4.6                 4.6                 
Konstantinas        Vasiliauskas        4.8                 4.8                 
Konstantinas        Butkus              3.6                 3.6                 
Kornelijus          Kavaliauskas        4.2                 4.2                 
Kornelijus          Baranauskas         4.2                 4.2                 
Kornelijus          Kateiva             4.2                 4.2                 
Kornelijus          Baranauskas         2.2                 2.2                 
Kornelijus          Urbonas             3.8                 3.8                 
Kornelijus          Baranauskas         3.4                 3.4                 
Kostas              Kazlaukas           3.6                 3.6                 
Kostas              Petrauskas          3.4                 3.4                 
Kostas              Stankevicius        4.2                 4.2                 
Kostas              Paulauskas          3.6                 3.6                 
Kovas               Kazlaukas           3.8                 3.8                 
Kovas               Sakalauskas         4                   4                   
Kovas               Kavaliauskas        2.8                 2.8                 
Kovas               Butkus              4                   4                   
Kovas               Baranauskas         4.6                 4.6                 
Kovas               Kavaliauskas        3.2                 3.2                 
Kovas               Kateiva             1                   1                   
Kozmas              zukauskas           4.6                 4.6                 
Kozmas              Butkus              3.2                 3.2                 
Kozmas              Stankevicius        3.8                 3.8                 
Krescencijus        Stankevicius        4.4                 4.4                 
Krescencijus        zukauskas           3                   3                   
Krescencijus        Petrauskas          3.4                 3.4                 
Krescencijus        Sakalauskas         4.8                 4.8                 
Krescencijus        Sakalauskas         1                   1                   
Kristijonas         Paulauskas          4.6                 4.6                 
Kristijonas         Jankauskas          3.2                 3.2                 
Kristijonas         Petrauskas          2.6                 2.6                 
Kristijonas         Kateiva             2                   2                   
Kristijonas         Urbonas             4.6                 4.6                 
Kristijonas         Kateiva             2.2                 2.2                 
Kristinas           Kazlaukas           3.8                 3.8                 
Kristinas           Butkus              1                   1                   
Kristinas           Paulauskas          3.4                 3.4                 
Kristinas           Kateiva             4.6                 4.6                 
Kristoforas         Kateiva             3                   3                   
Kristoforas         Petrauskas          4.6                 4.6                 
Kristoforas         Baranauskas         4.2                 4.2                 
Kristoforas         Petrauskas          3.6                 3.6                 
Kristoforas         Paulauskas          4.6                 4.6                 
Kristoforas         Paulauskas          3.4                 3.4                 
Kristupas           Kazlaukas           2.6                 2.6                 
Kristupas           Kateiva             3.4                 3.4                 
Kristupas           Paulauskas          2.2                 2.2                 
Kristupas           Kavaliauskas        4.8                 4.8                 
Ksaveras            Sakalauskas         4.6                 4.6                 
Ksaveras            Baranauskas         2                   2                   
Ksaveras            Kateiva             4.6                 4.6                 
Ksaveras            Kavaliauskas        1.4                 1.4                 
Ksaveras            Sakalauskas         2.6                 2.6                 
Ksaveras            Stankevicius        1.4                 1.4                 
Ksaveras            Kateiva             2.2                 2.2                 
Ksistofas           Urbonas             3.8                 3.8                 
Ksistofas           Jankauskas          3.2                 3.2                 
Ksistofas           Kateiva             1.8                 1.8                 
Ksistofas           Stankevicius        4.6                 4.6                 
Ksistofas           Sakalauskas         4.8                 4.8                 
Ksistofas           Kazlaukas           3.4                 3.4                 
Ksistofas           Kavaliauskas        2.4                 2.4                 
Kuprijanas          Kazlaukas           3.8                 3.8                 
Kuprijanas          Butkus              1                   1                   
Laimis              Urbonas             3.8                 3.8                 
Laimonas            Urbonas             2                   2                   
Laimonas            Sakalauskas         3.6                 3.6                 
Laimonas            Baranauskas         3                   3                   
Laimonas            Butkus              3.2                 3.2                 
Laimutis            Kavaliauskas        4.2                 4.2                 
Laimutis            Paulauskas          2                   2                   
Laimutis            zukauskas           4.8                 4.8                 
Laimutis            Kazlaukas           4.2                 4.2                 
Laisvis             Urbonas             1.4                 1.4                 
Laisvunas           Paulauskas          3.2                 3.2                 
Laisvunas           Stankevicius        1                   1                   
Laisvunas           Kazlaukas           3.6                 3.6                 
Laisvunas           zukauskas           2.2                 2.2                 
Laisvunas           zukauskas           4.6                 4.6                 
Laisvunas           Sakalauskas         4                   4                   
Laisvunas           Kateiva             2.2                 2.2                 
Laisvunas           Stankevicius        4.8                 4.8                 
Laisvydas           Pocius              2.8                 2.8                 
Laisvydas           Vasiliauskas        3.8                 3.8                 
Laisvydas           Vasiliauskas        3                   3                   
Laisvydas           Pocius              4                   4                   
Laisvydas           Kavaliauskas        3.6                 3.6                 
Lauras              Pocius              3.8                 3.8                 
Lauras              zukauskas           3.8                 3.8                 
Lauras              Butkus              3.4                 3.4                 
Lauras              Urbonas             1.4                 1.4                 
Lauras              Pocius              4.6                 4.6                 
Laurentijus         Sakalauskas         3                   3                   
Laurentijus         Petrauskas          2.6                 2.6                 
Laurentijus         zukauskas           2.2                 2.2                 
Lauris              Paulauskas          1.8                 1.8                 
Lauris              Butkus              3.4                 3.4                 
Lauris              Sakalauskas         2                   2                   
Laurynas            Paulauskas          1.4                 1.4                 
Laurynas            Kateiva             3.8                 3.8                 
Laurynas            zukauskas           3.6                 3.6                 
Lavrentijus         Vasiliauskas        3.4                 3.4                 
Lavrentijus         Pocius              2.8                 2.8                 
Lavrentijus         Stankevicius        3                   3                   
Lavrentijus         Vasiliauskas        4.6                 4.6                 
Lavrentijus         Baranauskas         3.6                 3.6                 
Leandras            Urbonas             4.4                 4.4                 
Leandras            Stankevicius        3.8                 3.8                 
Leandras            Paulauskas          2.8                 2.8                 
Leandras            Paulauskas          3.8                 3.8                 
Leandras            Stankevicius        4.8                 4.8                 
Leonardas           Stankevicius        3.8                 3.8                 
Leonardas           Kateiva             4.6                 4.6                 
Leonardas           Butkus              4.4                 4.4                 
Leonas              Kazlaukas           2.2                 2.2                 
Leonas              Jankauskas          2                   2                   
Leonas              Sakalauskas         4.8                 4.8                 
Leonas              Petrauskas          3                   3                   
Leonidas            Vasiliauskas        4.6                 4.6                 
Leonidas            Sakalauskas         1                   1                   
Leonidas            Pocius              4.8                 4.8                 
Leopoldas           Kavaliauskas        1.4                 1.4                 
Leopoldas           Urbonas             3.8                 3.8                 
Leopoldas           Petrauskas          1                   1                   
Levas               Petrauskas          4                   4                   
Levas               Butkus              4.8                 4.8                 
Levas               Jankauskas          4.8                 4.8                 
Levas               Sakalauskas         3.4                 3.4                 
Libertas            Paulauskas          4.2                 4.2                 
Libertas            zukauskas           4                   4                   
Libertas            Vasiliauskas        3                   3                   
Libertas            Kazlaukas           4                   4                   
Libertas            Vasiliauskas        3.6                 3.6                 
Libertas            Jankauskas          3.2                 3.2                 
Linas               Urbonas             1.4                 1.4                 
Linas               Kateiva             1                   1                   
Linas               Vasiliauskas        3                   3                   
Linas               Butkus              4.6                 4.6                 
Linas               Paulauskas          4                   4                   
Linas               Urbonas             4.2                 4.2                 
Lionginas           Kavaliauskas        2.8                 2.8                 
Lionginas           Sakalauskas         1.4                 1.4                 
Lionginas           Urbonas             3.2                 3.2                 
Lionginas           Urbonas             4.2                 4.2                 
Lionginas           Baranauskas         4                   4                   
Liubartas           Vasiliauskas        4.4                 4.4                 
Liubartas           Jankauskas          2.8                 2.8                 
Liubartas           Kavaliauskas        3.6                 3.6                 
Liubartas           Paulauskas          4.8                 4.8                 
Liubomiras          Paulauskas          4                   4                   
Liubomiras          Stankevicius        3.8                 3.8                 
Liubomiras          Petrauskas          3.8                 3.8                 
Liucijonas          Pocius              3                   3                   
Liucijonas          Butkus              4.2                 4.2                 
Liucijonas          Kazlaukas           4.4                 4.4                 
Liucijonas          Kateiva             4                   4                   
Liucijus            Stankevicius        2.6                 2.6                 
Liucijus            Butkus              4.8                 4.8                 
Liucijus            Kazlaukas           2.8                 2.8                 
Liucijus            Vasiliauskas        4.6                 4.6                 
Liudas              Paulauskas          3                   3                   
Liudas              Stankevicius        4.6                 4.6                 
Liudas              Urbonas             4.6                 4.6                 
Liudas              Butkus              3.8                 3.8                 
Liudas              Baranauskas         3.2                 3.2                 
Liudas              Kavaliauskas        3.2                 3.2                 
Liudvigas           Stankevicius        4.8                 4.8                 
Liudvigas           Urbonas             4.6                 4.6                 
Liudvigas           Sakalauskas         4                   4                   
Liudvigas           zukauskas           2.6                 2.6                 
Liudvigas           Pocius              1.8                 1.8                 
Liudvigas           Vasiliauskas        1.4                 1.4                 
Liudvigas           Petrauskas          4.6                 4.6                 
Liudvikas           Kazlaukas           4.8                 4.8                 
Liudvikas           Stankevicius        3.6                 3.6                 
Liudvikas           Paulauskas          3.4                 3.4                 
Liudvikas           Baranauskas         4.4                 4.4                 
Liudvikas           Sakalauskas         3.6                 3.6                 
Liutas              Pocius              4.8                 4.8                 
Liutas              Pocius              1                   1                   
Liutas              Jankauskas          3                   3                   
Liutas              zukauskas           1.6                 1.6                 
Liutas              Urbonas             4.8                 4.8                 
Liutas              Pocius              3.4                 3.4                 
Liutas              Kazlaukas           2.8                 2.8                 
Liutas              Stankevicius        1                   1                   
Liutauras           Stankevicius        3.4                 3.4                 
Liutauras           Butkus              4.8                 4.8                 
Livijus             Stankevicius        1.4                 1.4                 
Livijus             Kateiva             4.4                 4.4                 
Livijus             Pocius              3.4                 3.4                 
Livijus             Kateiva             3.2                 3.2                 
Livijus             zukauskas           2.2                 2.2                 
Livijus             Sakalauskas         3.4                 3.4                 
Livijus             Kateiva             4.2                 4.2                 
Livijus             Kazlaukas           4.8                 4.8                 
Lozorius            zukauskas           4.2                 4.2                 
Lozorius            Petrauskas          4.2                 4.2                 
Lozorius            Sakalauskas         1.6                 1.6                 
Lozorius            Urbonas             2.4                 2.4                 
Lukas               Sakalauskas         3.6                 3.6                 
Lukas               Pocius              3.6                 3.6                 
Lukas               Stankevicius        4.6                 4.6                 
Lukas               Stankevicius        2.8                 2.8                 
Lukas               Baranauskas         4.6                 4.6                 
Lukas               Vasiliauskas        3.2                 3.2                 
Lukrecijus          zukauskas           2.6                 2.6                 
Lukrecijus          zukauskas           3.8                 3.8                 
Lukrecijus          Kavaliauskas        4.2                 4.2                 
Lukrecijus          Paulauskas          4                   4                   
Lukrecijus          Kavaliauskas        3.4                 3.4                 
Lukrecijus          Stankevicius        2.6                 2.6                 
Makaras             Vasiliauskas        3.4                 3.4                 
Makaras             Jankauskas          1.6                 1.6                 
Makaras             Urbonas             2.8                 2.8                 
Makaras             Kateiva             3.8                 3.8                 
Makarijus           Vasiliauskas        1.8                 1.8                 
Makarijus           Petrauskas          1.8                 1.8                 
Makarijus           Kazlaukas           4.6                 4.6                 
Maksas              Vasiliauskas        3.4                 3.4                 
Maksimas            zukauskas           4.8                 4.8                 
Maksimas            Butkus              3.4                 3.4                 
Maksimas            Urbonas             4.2                 4.2                 
Maksimilijonas      Kateiva             4.2                 4.2                 
Maksimilijonas      zukauskas           4.6                 4.6                 
Maksimilijonas      Vasiliauskas        3.4                 3.4                 
Maksimilijonas      Kazlaukas           4.8                 4.8                 
Maksimilijonas      Paulauskas          2.2                 2.2                 
Maksimilijonas      Pocius              2.6                 2.6                 
Maksimilijonas      Kavaliauskas        1.8                 1.8                 
Maksimilijonas      Kavaliauskas        3.8                 3.8                 
Mamertas            Vasiliauskas        4.8                 4.8                 
Mamertas            Urbonas             1.8                 1.8                 
Mamertas            Vasiliauskas        4.8                 4.8                 
Mamertas            Kazlaukas           4.8                 4.8                 
Mamertas            Kazlaukas           2.2                 2.2                 
Mamertas            Kazlaukas           3.6                 3.6                 
Mamertas            Paulauskas          4.4                 4.4                 
Manfredas           Petrauskas          2                   2                   
Manfredas           Stankevicius        1.4                 1.4                 
Manfredas           Butkus              4.6                 4.6                 
Mangirdas           Stankevicius        4.2                 4.2                 
Mangirdas           Sakalauskas         4.6                 4.6                 
Mangirdas           Baranauskas         1.4                 1.4                 
Mangirdas           Sakalauskas         3.8                 3.8                 
Mangirdas           zukauskas           2.8                 2.8                 
Mangirdas           Urbonas             2.4                 2.4                 
Mantas              Jankauskas          2.6                 2.6                 
Mantas              Petrauskas          3.2                 3.2                 
Mantas              Stankevicius        3.8                 3.8                 
Mantas              Paulauskas          4.8                 4.8                 
Mantas              Kazlaukas           1.8                 1.8                 
Mantas              Petrauskas          2.6                 2.6                 
Mantas              Baranauskas         4.8                 4.8                 
Mantas              Baranauskas         4.6                 4.6                 
Mantas              Vasiliauskas        3.6                 3.6                 
Mantautas           zukauskas           2.4                 2.4                 
Mantrimas           Urbonas             2.4                 2.4                 
Mantrimas           Sakalauskas         4                   4                   
Mantrimas           Urbonas             4                   4                   
Mantrimas           Baranauskas         3.2                 3.2                 
Mantrimas           Urbonas             4.2                 4.2                 
Mantrimas           Petrauskas          3.6                 3.6                 
Mantrimas           Urbonas             4.2                 4.2                 
Mantrimas           zukauskas           4.8                 4.8                 
Mantvydas           Stankevicius        4                   4                   
Mantvydas           Jankauskas          3.6                 3.6                 
Maratas             Paulauskas          2.6                 2.6                 
Maratas             Butkus              4.8                 4.8                 
Marcelijus          Kateiva             2.2                 2.2                 
Marcelijus          Stankevicius        2.6                 2.6                 
Marcelinas          Kazlaukas           4.4                 4.4                 
Marcelinas          Petrauskas          4                   4                   
Marcelinas          zukauskas           2.8                 2.8                 
Marcelinas          Kavaliauskas        3                   3                   
Marcelinas          Sakalauskas         4.6                 4.6                 
Marcelius           Paulauskas          3.2                 3.2                 
Marcelius           Stankevicius        4.6                 4.6                 
Marcelius           Paulauskas          3.2                 3.2                 
Marcelius           Sakalauskas         1.8                 1.8                 
Marcelius           Petrauskas          2.4                 2.4                 
Marcelius           zukauskas           1                   1                   
Marcelius           Kateiva             4                   4                   
Marcelius           Vasiliauskas        3.4                 3.4                 
Marcelius           Paulauskas          1.4                 1.4                 
Marekas             Paulauskas          4.8                 4.8                 
Marekas             Butkus              4.6                 4.6                 
Marekas             Kavaliauskas        2                   2                   
Marekas             zukauskas           4.4                 4.4                 
Margiris            Kateiva             4.8                 4.8                 
Margiris            Butkus              3.4                 3.4                 
Margiris            Sakalauskas         4.2                 4.2                 
Marianas            Paulauskas          3.4                 3.4                 
Marianas            Kazlaukas           4                   4                   
Marianas            Stankevicius        4.8                 4.8                 
Marianas            zukauskas           3.6                 3.6                 
Marianas            Kazlaukas           2.6                 2.6                 
Marianas            Kavaliauskas        4                   4                   
Marijonas           Vasiliauskas        4                   4                   
Marijonas           Petrauskas          4.4                 4.4                 
Marijonas           zukauskas           4.4                 4.4                 
Marijonas           Paulauskas          4                   4                   
Marijonas           Sakalauskas         2.4                 2.4                 
Marijus             Kavaliauskas        2.8                 2.8                 
Marijus             Kavaliauskas        4.6                 4.6                 
Marijus             Stankevicius        2.8                 2.8                 
Marijus             Urbonas             1.6                 1.6                 
Marijus             Kateiva             4.4                 4.4                 
Marinas             Urbonas             4.2                 4.2                 
Marinas             Stankevicius        1.4                 1.4                 
Marinas             Kazlaukas           2.4                 2.4                 
Marinas             Paulauskas          4.8                 4.8                 
Marinas             Kateiva             3                   3                   
Marinas             Stankevicius        4.6                 4.6                 
Marinas             zukauskas           3.8                 3.8                 
Marinas             Paulauskas          4.4                 4.4                 
Marius              zukauskas           2.6                 2.6                 
Marius              Urbonas             3.8                 3.8                 
Marius              Sakalauskas         1.8                 1.8                 
Markas              Kateiva             4                   4                   
Markas              Stankevicius        4.8                 4.8                 
Markas              Kateiva             1                   1                   
Markas              Baranauskas         3.4                 3.4                 
Martas              Pocius              2.8                 2.8                 
Martas              Kazlaukas           3                   3                   
Martas              Kazlaukas           4.8                 4.8                 
Martas              Baranauskas         3.4                 3.4                 
Martas              Kateiva             4.2                 4.2                 
Martas              Vasiliauskas        4.6                 4.6                 
Martas              Stankevicius        1.8                 1.8                 
Martinas            Jankauskas          2.2                 2.2                 
Martinas            Petrauskas          4.2                 4.2                 
Martinas            Butkus              2.4                 2.4                 
Martinas            Kavaliauskas        2                   2                   
Martynas            Sakalauskas         4.4                 4.4                 
Martynas            zukauskas           3.6                 3.6                 
Martynas            Pocius              4                   4                   
Martynas            Jankauskas          3.4                 3.4                 
Martynas            Kavaliauskas        3.8                 3.8                 
Martynas            Vasiliauskas        4.2                 4.2                 
Martynas            Urbonas             3.4                 3.4                 
Matas               Kateiva             4.2                 4.2                 
Matas               Butkus              3.2                 3.2                 
Matas               Vasiliauskas        4.4                 4.4                 
Mateusas            Petrauskas          4.4                 4.4                 
Mateusas            Sakalauskas         3.4                 3.4                 
Mateusas            Jankauskas          2.8                 2.8                 
Mateusas            Vasiliauskas        4.4                 4.4                 
Mateusas            Kateiva             4.6                 4.6                 
Mateusas            Vasiliauskas        4.2                 4.2                 
Matvejus            Pocius              2.6                 2.6                 
Matvejus            Kavaliauskas        4.4                 4.4                 
Matvejus            Sakalauskas         4.6                 4.6                 
Matvejus            Baranauskas         4.8                 4.8                 
Matvejus            Paulauskas          4.6                 4.6                 
Matvejus            Kavaliauskas        4.6                 4.6                 
Matvejus            Vasiliauskas        1.4                 1.4                 
Matvejus            Kateiva             1.8                 1.8                 
Mazvydas            Pocius              4.4                 4.4                 
Mazvydas            Pocius              4.6                 4.6                 
Mazvydas            Jankauskas          1                   1                   
Mazvydas            zukauskas           4.6                 4.6                 
Mazvydas            Baranauskas         4.4                 4.4                 
Mazvydas            Baranauskas         4.8                 4.8                 
Mecislavas          Kavaliauskas        4.6                 4.6                 
Mecislavas          Kavaliauskas        4.2                 4.2                 
Mecislavas          Butkus              3                   3                   
Mecislovas          Pocius              4.8                 4.8                 
Mecislovas          Kazlaukas           4.2                 4.2                 
Mecislovas          Kateiva             3.2                 3.2                 
Mecislovas          Baranauskas         4                   4                   
Mecys               Kazlaukas           4                   4                   
Medardas            Pocius              2.4                 2.4                 
Medardas            zukauskas           4.6                 4.6                 
Medardas            Sakalauskas         4.4                 4.4                 
Medardas            Kazlaukas           4.4                 4.4                 
Medardas            Stankevicius        2.8                 2.8                 
Medardas            Urbonas             4.6                 4.6                 
Medas               Baranauskas         4.6                 4.6                 
Medas               Kavaliauskas        4.4                 4.4                 
Medas               Pocius              1.8                 1.8                 
Mefodijus           Jankauskas          4                   4                   
Mefodijus           Petrauskas          2.8                 2.8                 
Mefodijus           Kateiva             4.6                 4.6                 
Mefodijus           Vasiliauskas        1.4                 1.4                 
Mefodijus           Baranauskas         4.6                 4.6                 
Mefodijus           Sakalauskas         2.2                 2.2                 
Melanijus           zukauskas           3.6                 3.6                 
Melanijus           Petrauskas          3.6                 3.6                 
Melanijus           Urbonas             3.4                 3.4                 
Melanijus           zukauskas           1.8                 1.8                 
Melanijus           Paulauskas          4.6                 4.6                 
Melchioras          Kateiva             4.4                 4.4                 
Melchioras          Paulauskas          3                   3                   
Melchioras          Kateiva             2.8                 2.8                 
Melchioras          Baranauskas         3.2                 3.2                 
Mendelis            Kazlaukas           3.4                 3.4                 
Mendelis            Sakalauskas         3.4                 3.4                 
Mendelis            Kateiva             4                   4                   
Mendelis            Vasiliauskas        4                   4                   
Merkys              Pocius              4.6                 4.6                 
Merkys              Pocius              3.4                 3.4                 
Merkys              Paulauskas          3.2                 3.2                 
Merkys              Pocius              3.4                 3.4                 
Merunas             Kavaliauskas        3.2                 3.2                 
Merunas             Baranauskas         4.6                 4.6                 
Merunas             Butkus              4                   4                   
Merunas             Paulauskas          3                   3                   
Merunas             Kateiva             4                   4                   
Merunas             Petrauskas          3.8                 3.8                 
Michailas           Pocius              2.6                 2.6                 
Michailas           Stankevicius        3.4                 3.4                 
Michalas            Butkus              3.8                 3.8                 
Michalas            Petrauskas          2.4                 2.4                 
Michalas            Paulauskas          1.4                 1.4                 
Michalas            Butkus              2.4                 2.4                 
Michalas            Stankevicius        4.6                 4.6                 
Michalas            Kazlaukas           1.4                 1.4                 
Miglius             Sakalauskas         2.6                 2.6                 
Miglius             Pocius              2                   2                   
Miglius             Kazlaukas           2                   2                   
Miglius             Petrauskas          3.2                 3.2                 
Miglius             Paulauskas          4.8                 4.8                 
Miglius             Pocius              3.4                 3.4                 
Miglius             Stankevicius        4.2                 4.2                 
Miglius             Petrauskas          2.8                 2.8                 
Mikalojus           Baranauskas         1.8                 1.8                 
Mikas               Pocius              1.6                 1.6                 
Mikas               Petrauskas          3.2                 3.2                 
Mikas               Petrauskas          4.4                 4.4                 
Mikolajus           Kazlaukas           1                   1                   
Mikolajus           Urbonas             3.8                 3.8                 
Milanas             Stankevicius        3.4                 3.4                 
Milanas             zukauskas           2.6                 2.6                 
Milanas             Vasiliauskas        4                   4                   
Milanas             Urbonas             3.8                 3.8                 
Milanas             Butkus              1.6                 1.6                 
Milanas             Baranauskas         3.6                 3.6                 
Milanas             Paulauskas          4.2                 4.2                 
Milanas             Pocius              3.4                 3.4                 
Mildas              Vasiliauskas        4.8                 4.8                 
Mildas              Paulauskas          4.6                 4.6                 
Mildas              Kateiva             4.8                 4.8                 
Mildas              Kavaliauskas        2.2                 2.2                 
Mildas              Pocius              4.8                 4.8                 
Mildas              Petrauskas          3.8                 3.8                 
Mildas              Kazlaukas           2.6                 2.6                 
Milvydas            Vasiliauskas        2.2                 2.2                 
Milvydas            Baranauskas         3.6                 3.6                 
Milvydas            Kazlaukas           4.6                 4.6                 
Milvydas            Stankevicius        4.6                 4.6                 
Milvydas            Kazlaukas           4.2                 4.2                 
Milvydas            Paulauskas          4.4                 4.4                 
Milvydas            zukauskas           4.2                 4.2                 
Milvydas            Baranauskas         1                   1                   
Mindaugas           Vasiliauskas        2.8                 2.8                 
Mindaugas           zukauskas           4                   4                   
Mindaugas           Kateiva             2                   2                   
Mindaugas           Kazlaukas           3                   3                   
Mindaugas           Baranauskas         4                   4                   
Mindaugas           Butkus              4                   4                   
Mindaugas           Butkus              3.4                 3.4                 
Mingaudas           Urbonas             2.8                 2.8                 
Mingaudas           Stankevicius        4.6                 4.6                 
